"","id","uid","label","os","emoji_id","unicode","emoji"
"2999",2999,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",193,"1f478","👸"
"3000",3000,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","happy","iPhone",68,"1f600","😀"
"3001",3001,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","surprised","iPhone",29,"1f631","😱"
"3002",3002,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",194,"1f1ea","🇪"
"3003",3003,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",194,"1f1ea","🇪"
"3004",3004,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",159,"1f649","🙉"
"3005",3005,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",32,"262f","☯"
"3006",3006,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",48,"1f634","😴"
"3007",3007,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",79,"1f355","🍕"
"3008",3008,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",183,"1f379","🍹"
"3009",3009,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",49,"1f3b6","🎶"
"3010",3010,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",11,"1f601","😁"
"3011",3011,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",30,"1f389","🎉"
"3012",3012,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",22,"1f4aa","💪"
"3013",3013,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","sad","iPhone",81,"1f625","😥"
"3014",3014,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",150,"1f645","🙅"
"3015",3015,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",52,"1f525","🔥"
"3016",3016,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",172,"1f349","🍉"
"3017",3017,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","happy","iPhone",23,"1f604","😄"
"3018",3018,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","happy","iPhone",145,"1f646","🙆"
"3019",3019,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",199,"1f33b","🌻"
"3020",3020,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",143,"1f448","👈"
"3021",3021,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",74,"1f413","🐓"
"3022",3022,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",74,"1f413","🐓"
"3023",3023,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",179,"1f37a","🍺"
"3024",3024,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","angry","iPhone",73,"1f498","💘"
"3025",3025,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",84,"1f494","💔"
"3026",3026,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",169,"1f378","🍸"
"3027",3027,"ouk7xg2q2DrUXlXixDOkKhwWOp8RDO4S","neutral","iPhone",54,"1f52b","🔫"
"3028",3028,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","happy","Win32",136,"26c4","⛄"
"3029",3029,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","afraid","Win32",147,"1f47b","👻"
"3030",3030,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","afraid","Win32",37,"1f633","😳"
"3031",3031,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","disgusted","Win32",106,"1f610","😐"
"3032",3032,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","happy","Win32",2,"2764","❤"
"3033",3033,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","happy","Win32",31,"1f61c","😜"
"3034",3034,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",174,"2611","☑"
"3035",3035,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",89,"1f51d","🔝"
"3036",3036,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","sad","Win32",84,"1f494","💔"
"3037",3037,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",36,"2728","✨"
"3038",3038,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",170,"1f377","🍷"
"3039",3039,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",132,"1f3c6","🏆"
"3040",3040,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",49,"1f3b6","🎶"
"3041",3041,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",128,"1f31f","🌟"
"3042",3042,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",182,"1f3b8","🎸"
"3043",3043,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",38,"1f497","💗"
"3044",3044,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","surprised","Win32",186,"1f636","😶"
"3045",3045,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",139,"1f342","🍂"
"3046",3046,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",54,"1f52b","🔫"
"3047",3047,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",129,"1f52e","🔮"
"3048",3048,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",99,"1f427","🐧"
"3049",3049,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",175,"1f3c3","🏃"
"3050",3050,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",155,"1f380","🎀"
"3051",3051,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",8,"1f44c","👌"
"3052",3052,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",76,"1f44b","👋"
"3053",3053,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",133,"2716","✖"
"3054",3054,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",154,"25aa","▪"
"3055",3055,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",160,"1f33a","🌺"
"3056",3056,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",178,"1f4a3","💣"
"3057",3057,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",201,"1f4d2","📒"
"3058",3058,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",131,"1f46b","👫"
"3059",3059,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",72,"1f440","👀"
"3060",3060,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",142,"1f334","🌴"
"3061",3061,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",80,"2744","❄"
"3062",3062,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",43,"1f60e","😎"
"3063",3063,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","disgusted","Win32",24,"1f612","😒"
"3064",3064,"wvs5KfjUZ01WrnmgExAtL0vP32kyOtPI","na","Win32",194,"1f1ea","🇪"
"3065",3065,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","happy","MacIntel",38,"1f497","💗"
"3066",3066,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","disgusted","MacIntel",77,"270b","✋"
"3067",3067,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","neutral","MacIntel",32,"262f","☯"
"3068",3068,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","happy","MacIntel",132,"1f3c6","🏆"
"3069",3069,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","sad","MacIntel",192,"2614","☔"
"3070",3070,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","happy","MacIntel",151,"1f31e","🌞"
"3071",3071,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","neutral","MacIntel",123,"1f62c","😬"
"3072",3072,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","sad","MacIntel",108,"1f628","😨"
"3073",3073,"ftBu5yYZ90jYXoauPQh8mBpbGeTapnTm","sad","MacIntel",15,"1f629","😩"
"3074",3074,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","disgusted","MacIntel",59,"1f61e","😞"
"3075",3075,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","angry","MacIntel",79,"1f355","🍕"
"3076",3076,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","afraid","MacIntel",83,"1f4a5","💥"
"3077",3077,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","happy","MacIntel",144,"1f339","🌹"
"3078",3078,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","sad","MacIntel",178,"1f4a3","💣"
"3079",3079,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","surprised","MacIntel",41,"2600","☀"
"3080",3080,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","na","MacIntel",125,"1f48e","💎"
"3081",3081,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","na","MacIntel",80,"2744","❄"
"3082",3082,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","na","MacIntel",138,"266a","♪"
"3083",3083,"HpQf8v1J4pJpre4THzGqdZ6ghie3qb69","na","MacIntel",113,"1f4a6","💦"
"3084",3084,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",59,"1f61e","😞"
"3085",3085,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",43,"1f60e","😎"
"3086",3086,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",82,"1f615","😕"
"3087",3087,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",94,"1f639","😹"
"3088",3088,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","disgusted","MacIntel",105,"1f623","😣"
"3089",3089,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",124,"1f46f","👯"
"3090",3090,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",153,"2b50","⭐"
"3091",3091,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",19,"1f609","😉"
"3092",3092,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",149,"1f37b","🍻"
"3093",3093,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",148,"1f4b0","💰"
"3094",3094,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",103,"1f385","🎅"
"3095",3095,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",143,"1f448","👈"
"3096",3096,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",202,"21bf","↿"
"3097",3097,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",71,"a9","©"
"3098",3098,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",191,"1f48d","💍"
"3099",3099,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",107,"270a","✊"
"3100",3100,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",170,"1f377","🍷"
"3101",3101,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",194,"1f1ea","🇪"
"3102",3102,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",57,"1f49a","💚"
"3103",3103,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",52,"1f525","🔥"
"3104",3104,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",60,"1f606","😆"
"3105",3105,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",47,"1f64a","🙊"
"3106",3106,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",17,"270c","✌"
"3107",3107,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",75,"2615","☕"
"3108",3108,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",18,"1f60f","😏"
"3109",3109,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",195,"2591","░"
"3110",3110,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",4,"1f60d","😍"
"3111",3111,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",133,"2716","✖"
"3112",3112,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",182,"1f3b8","🎸"
"3113",3113,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",73,"1f498","💘"
"3114",3114,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",93,"1f451","👑"
"3115",3115,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",114,"2714","✔"
"3116",3116,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",111,"1f493","💓"
"3117",3117,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",46,"1f60b","😋"
"3118",3118,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",58,"266b","♫"
"3119",3119,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",197,"1f47e","👾"
"3120",3120,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",84,"1f494","💔"
"3121",3121,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",167,"1f3a7","🎧"
"3122",3122,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",113,"1f4a6","💦"
"3123",3123,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",155,"1f380","🎀"
"3124",3124,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",99,"1f427","🐧"
"3125",3125,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",39,"2605","★"
"3126",3126,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",69,"1f61a","😚"
"3127",3127,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",145,"1f646","🙆"
"3128",3128,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",72,"1f440","👀"
"3129",3129,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",118,"1f384","🎄"
"3130",3130,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",45,"1f48b","💋"
"3131",3131,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",138,"266a","♪"
"3132",3132,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",166,"1f46d","👭"
"3133",3133,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",200,"1f635","😵"
"3134",3134,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",56,"1f481","💁"
"3135",3135,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",161,"1f485","💅"
"3136",3136,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",77,"270b","✋"
"3137",3137,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",74,"1f413","🐓"
"3138",3138,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",117,"1f64b","🙋"
"3139",3139,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",68,"1f600","😀"
"3140",3140,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",159,"1f649","🙉"
"3141",3141,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",33,"1f338","🌸"
"3142",3142,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",10,"1f44f","👏"
"3143",3143,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",147,"1f47b","👻"
"3144",3144,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",80,"2744","❄"
"3145",3145,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",23,"1f604","😄"
"3146",3146,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",44,"1f622","😢"
"3147",3147,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",28,"1f614","😔"
"3148",3148,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","disgusted","MacIntel",104,"1f613","😓"
"3149",3149,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",63,"fffd","�"
"3150",3150,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",164,"1f47d","👽"
"3151",3151,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",29,"1f631","😱"
"3152",3152,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",106,"1f610","😐"
"3153",3153,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",132,"1f3c6","🏆"
"3154",3154,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",137,"1f445","👅"
"3155",3155,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",5,"1f62d","😭"
"3156",3156,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",135,"1f619","😙"
"3157",3157,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",11,"1f601","😁"
"3158",3158,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",130,"2757","❗"
"3159",3159,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",6,"1f618","😘"
"3160",3160,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",178,"1f4a3","💣"
"3161",3161,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","disgusted","MacIntel",119,"1f4a9","💩"
"3162",3162,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",193,"1f478","👸"
"3163",3163,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",20,"1f64c","🙌"
"3164",3164,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",199,"1f33b","🌻"
"3165",3165,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",90,"1f630","😰"
"3166",3166,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",79,"1f355","🍕"
"3167",3167,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",180,"25b6","▶"
"3168",3168,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",27,"1f603","😃"
"3169",3169,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",13,"2661","♡"
"3170",3170,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",40,"2588","█"
"3171",3171,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",61,"1f61d","😝"
"3172",3172,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",22,"1f4aa","💪"
"3173",3173,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",127,"1f382","🎂"
"3174",3174,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",36,"2728","✨"
"3175",3175,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",89,"1f51d","🔝"
"3176",3176,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",30,"1f389","🎉"
"3177",3177,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",125,"1f48e","💎"
"3178",3178,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",179,"1f37a","🍺"
"3179",3179,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",172,"1f349","🍉"
"3180",3180,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",16,"1f64f","🙏"
"3181",3181,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",165,"1f3a4","🎤"
"3182",3182,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",53,"1f4af","💯"
"3183",3183,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",37,"1f633","😳"
"3184",3184,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",156,"2501","━"
"3185",3185,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",7,"1f60a","😊"
"3186",3186,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",190,"1f3c8","🏈"
"3187",3187,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",95,"1f449","👉"
"3188",3188,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",126,"1f33f","🌿"
"3189",3189,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",25,"1f483","💃"
"3190",3190,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",123,"1f62c","😬"
"3191",3191,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",128,"1f31f","🌟"
"3192",3192,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",50,"1f49e","💞"
"3193",3193,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",131,"1f46b","👫"
"3194",3194,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",67,"1f480","💀"
"3195",3195,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",152,"1f341","🍁"
"3196",3196,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",31,"1f61c","😜"
"3197",3197,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",64,"1f62b","😫"
"3198",3198,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","surprised","MacIntel",24,"1f612","😒"
"3199",3199,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",142,"1f334","🌴"
"3200",3200,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",78,"1f38a","🎊"
"3201",3201,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","angry","MacIntel",86,"1f608","😈"
"3202",3202,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",96,"1f343","🍃"
"3203",3203,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",102,"1f388","🎈"
"3204",3204,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",88,"2708","✈"
"3205",3205,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",51,"1f60c","😌"
"3206",3206,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",66,"1f44a","👊"
"3207",3207,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",97,"1f381","🎁"
"3208",3208,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",12,"263a","☺"
"3209",3209,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",129,"1f52e","🔮"
"3210",3210,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",160,"1f33a","🌺"
"3211",3211,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",83,"1f4a5","💥"
"3212",3212,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",101,"1f340","🍀"
"3213",3213,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","angry","MacIntel",98,"1f620","😠"
"3214",3214,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",187,"1f337","🌷"
"3215",3215,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",62,"1f62a","😪"
"3216",3216,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",198,"2601","☁"
"3217",3217,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",116,"26a1","⚡"
"3218",3218,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",32,"262f","☯"
"3219",3219,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",76,"1f44b","👋"
"3220",3220,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","afraid","MacIntel",54,"1f52b","🔫"
"3221",3221,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",65,"1f605","😅"
"3222",3222,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","angry","MacIntel",92,"1f611","😑"
"3223",3223,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",14,"1f44d","👍"
"3224",3224,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",1,"1f602","😂"
"3225",3225,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","sad","MacIntel",112,"1f44e","👎"
"3226",3226,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",174,"2611","☑"
"3227",3227,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",173,"1f607","😇"
"3228",3228,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",201,"1f4d2","📒"
"3229",3229,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",136,"26c4","⛄"
"3230",3230,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",140,"1f48f","💏"
"3231",3231,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","happy","MacIntel",120,"1f3b5","🎵"
"3232",3232,"Pp4kKOSN5TBdME3FamedvoMUvbDtfIYc","neutral","MacIntel",189,"1f4a8","💨"
