"","id","uid","label","os","emoji_id","unicode","emoji"
"6290",6290,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","happy","Linux x86_64",51,"1f60c","😌"
"6291",6291,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",160,"1f33a","🌺"
"6292",6292,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",189,"1f4a8","💨"
"6293",6293,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","happy","Linux x86_64",14,"1f44d","👍"
"6294",6294,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",110,"1f4a4","💤"
"6295",6295,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",54,"1f52b","🔫"
"6296",6296,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",55,"1f49b","💛"
"6297",6297,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","disgusted","Linux x86_64",64,"1f62b","😫"
"6298",6298,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","happy","Linux x86_64",61,"1f61d","😝"
"6299",6299,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",125,"1f48e","💎"
"6300",6300,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",166,"1f46d","👭"
"6301",6301,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",88,"2708","✈"
"6302",6302,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",185,"1f4da","📚"
"6303",6303,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",76,"1f44b","👋"
"6304",6304,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",132,"1f3c6","🏆"
"6305",6305,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",103,"1f385","🎅"
"6306",6306,"PNg3IuM1UQZwBxzOLpI7HZ8xY48CcCmG","na","Linux x86_64",165,"1f3a4","🎤"
"6307",6307,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",181,"1f632","😲"
"6308",6308,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",54,"1f52b","🔫"
"6309",6309,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",65,"1f605","😅"
"6310",6310,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",146,"279c","➜"
"6311",6311,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",15,"1f629","😩"
"6312",6312,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","na","MacIntel",40,"2588","█"
"6313",6313,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",108,"1f628","😨"
"6314",6314,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",201,"1f4d2","📒"
"6315",6315,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",76,"1f44b","👋"
"6316",6316,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",166,"1f46d","👭"
"6317",6317,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",87,"25ba","►"
"6318",6318,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",3,"2665","♥"
"6319",6319,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",98,"1f620","😠"
"6320",6320,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",179,"1f37a","🍺"
"6321",6321,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",148,"1f4b0","💰"
"6322",6322,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",68,"1f600","😀"
"6323",6323,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",61,"1f61d","😝"
"6324",6324,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",130,"2757","❗"
"6325",6325,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",195,"2591","░"
"6326",6326,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","disgusted","MacIntel",109,"1f616","😖"
"6327",6327,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",149,"1f37b","🍻"
"6328",6328,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",134,"261d","☝"
"6329",6329,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",5,"1f62d","😭"
"6330",6330,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",52,"1f525","🔥"
"6331",6331,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",118,"1f384","🎄"
"6332",6332,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",122,"1f61b","😛"
"6333",6333,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",154,"25aa","▪"
"6334",6334,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",105,"1f623","😣"
"6335",6335,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",171,"ae","®"
"6336",6336,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",86,"1f608","😈"
"6337",6337,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",4,"1f60d","😍"
"6338",6338,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",150,"1f645","🙅"
"6339",6339,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",73,"1f498","💘"
"6340",6340,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",142,"1f334","🌴"
"6341",6341,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",167,"1f3a7","🎧"
"6342",6342,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",123,"1f62c","😬"
"6343",6343,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",140,"1f48f","💏"
"6344",6344,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",77,"270b","✋"
"6345",6345,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",120,"1f3b5","🎵"
"6346",6346,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",143,"1f448","👈"
"6347",6347,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",27,"1f603","😃"
"6348",6348,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",2,"2764","❤"
"6349",6349,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",137,"1f445","👅"
"6350",6350,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",1,"1f602","😂"
"6351",6351,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",180,"25b6","▶"
"6352",6352,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",69,"1f61a","😚"
"6353",6353,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",188,"1f49d","💝"
"6354",6354,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",93,"1f451","👑"
"6355",6355,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",151,"1f31e","🌞"
"6356",6356,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",7,"1f60a","😊"
"6357",6357,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",163,"1f31a","🌚"
"6358",6358,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",202,"21bf","↿"
"6359",6359,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",102,"1f388","🎈"
"6360",6360,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",66,"1f44a","👊"
"6361",6361,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",172,"1f349","🍉"
"6362",6362,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",63,"fffd","�"
"6363",6363,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",78,"1f38a","🎊"
"6364",6364,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",23,"1f604","😄"
"6365",6365,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",90,"1f630","😰"
"6366",6366,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",126,"1f33f","🌿"
"6367",6367,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",91,"26bd","⚽"
"6368",6368,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",185,"1f4da","📚"
"6369",6369,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",127,"1f382","🎂"
"6370",6370,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",30,"1f389","🎉"
"6371",6371,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",124,"1f46f","👯"
"6372",6372,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",159,"1f649","🙉"
"6373",6373,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",113,"1f4a6","💦"
"6374",6374,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",200,"1f635","😵"
"6375",6375,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",35,"1f499","💙"
"6376",6376,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",29,"1f631","😱"
"6377",6377,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","surprised","MacIntel",47,"1f64a","🙊"
"6378",6378,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",145,"1f646","🙆"
"6379",6379,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",182,"1f3b8","🎸"
"6380",6380,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",53,"1f4af","💯"
"6381",6381,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",131,"1f46b","👫"
"6382",6382,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","surprised","MacIntel",191,"1f48d","💍"
"6383",6383,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",11,"1f601","😁"
"6384",6384,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",42,"1f621","😡"
"6385",6385,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",84,"1f494","💔"
"6386",6386,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",34,"1f49c","💜"
"6387",6387,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",32,"262f","☯"
"6388",6388,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",169,"1f378","🍸"
"6389",6389,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",160,"1f33a","🌺"
"6390",6390,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",194,"1f1ea","🇪"
"6391",6391,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",175,"1f3c3","🏃"
"6392",6392,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",141,"1f52a","🔪"
"6393",6393,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",36,"2728","✨"
"6394",6394,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","disgusted","MacIntel",119,"1f4a9","💩"
"6395",6395,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",178,"1f4a3","💣"
"6396",6396,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",62,"1f62a","😪"
"6397",6397,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",168,"1f446","👆"
"6398",6398,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",190,"1f3c8","🏈"
"6399",6399,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",144,"1f339","🌹"
"6400",6400,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",96,"1f343","🍃"
"6401",6401,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",128,"1f31f","🌟"
"6402",6402,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",106,"1f610","😐"
"6403",6403,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",85,"1f624","😤"
"6404",6404,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","surprised","MacIntel",37,"1f633","😳"
"6405",6405,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",155,"1f380","🎀"
"6406",6406,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",13,"2661","♡"
"6407",6407,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",25,"1f483","💃"
"6408",6408,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",114,"2714","✔"
"6409",6409,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",177,"2502","│"
"6410",6410,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",79,"1f355","🍕"
"6411",6411,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",157,"2637","☷"
"6412",6412,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",170,"1f377","🍷"
"6413",6413,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",174,"2611","☑"
"6414",6414,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",164,"1f47d","👽"
"6415",6415,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",56,"1f481","💁"
"6416",6416,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",197,"1f47e","👾"
"6417",6417,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",18,"1f60f","😏"
"6418",6418,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",41,"2600","☀"
"6419",6419,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",89,"1f51d","🔝"
"6420",6420,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",20,"1f64c","🙌"
"6421",6421,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",115,"1f637","😷"
"6422",6422,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",173,"1f607","😇"
"6423",6423,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",133,"2716","✖"
"6424",6424,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",49,"1f3b6","🎶"
"6425",6425,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",116,"26a1","⚡"
"6426",6426,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",58,"266b","♫"
"6427",6427,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",50,"1f49e","💞"
"6428",6428,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",92,"1f611","😑"
"6429",6429,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",24,"1f612","😒"
"6430",6430,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",6,"1f618","😘"
"6431",6431,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",138,"266a","♪"
"6432",6432,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",183,"1f379","🍹"
"6433",6433,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",94,"1f639","😹"
"6434",6434,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",136,"26c4","⛄"
"6435",6435,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",45,"1f48b","💋"
"6436",6436,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",100,"2606","☆"
"6437",6437,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",99,"1f427","🐧"
"6438",6438,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",135,"1f619","😙"
"6439",6439,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",8,"1f44c","👌"
"6440",6440,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",17,"270c","✌"
"6441",6441,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",57,"1f49a","💚"
"6442",6442,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",33,"1f338","🌸"
"6443",6443,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",46,"1f60b","😋"
"6444",6444,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",55,"1f49b","💛"
"6445",6445,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",71,"a9","©"
"6446",6446,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",64,"1f62b","😫"
"6447",6447,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",12,"263a","☺"
"6448",6448,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",192,"2614","☔"
"6449",6449,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",199,"1f33b","🌻"
"6450",6450,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",162,"1f436","🐶"
"6451",6451,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",129,"1f52e","🔮"
"6452",6452,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",38,"1f497","💗"
"6453",6453,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",75,"2615","☕"
"6454",6454,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",10,"1f44f","👏"
"6455",6455,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",103,"1f385","🎅"
"6456",6456,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",161,"1f485","💅"
"6457",6457,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",80,"2744","❄"
"6458",6458,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",19,"1f609","😉"
"6459",6459,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",139,"1f342","🍂"
"6460",6460,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","afraid","MacIntel",147,"1f47b","👻"
"6461",6461,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",81,"1f625","😥"
"6462",6462,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",101,"1f340","🍀"
"6463",6463,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",9,"1f495","💕"
"6464",6464,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",193,"1f478","👸"
"6465",6465,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",110,"1f4a4","💤"
"6466",6466,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",67,"1f480","💀"
"6467",6467,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",117,"1f64b","🙋"
"6468",6468,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",107,"270a","✊"
"6469",6469,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",88,"2708","✈"
"6470",6470,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",156,"2501","━"
"6471",6471,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",158,"1f437","🐷"
"6472",6472,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",186,"1f636","😶"
"6473",6473,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",48,"1f634","😴"
"6474",6474,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",95,"1f449","👉"
"6475",6475,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",176,"1f63f","😿"
"6476",6476,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",165,"1f3a4","🎤"
"6477",6477,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",187,"1f337","🌷"
"6478",6478,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",26,"1f496","💖"
"6479",6479,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",14,"1f44d","👍"
"6480",6480,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",28,"1f614","😔"
"6481",6481,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",132,"1f3c6","🏆"
"6482",6482,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",39,"2605","★"
"6483",6483,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",196,"1f369","🍩"
"6484",6484,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",153,"2b50","⭐"
"6485",6485,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",152,"1f341","🍁"
"6486",6486,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",112,"1f44e","👎"
"6487",6487,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",74,"1f413","🐓"
"6488",6488,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",198,"2601","☁"
"6489",6489,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",43,"1f60e","😎"
"6490",6490,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",125,"1f48e","💎"
"6491",6491,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",72,"1f440","👀"
"6492",6492,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",70,"1f63b","😻"
"6493",6493,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",184,"1f4ab","💫"
"6494",6494,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",44,"1f622","😢"
"6495",6495,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",51,"1f60c","😌"
"6496",6496,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",31,"1f61c","😜"
"6497",6497,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",82,"1f615","😕"
"6498",6498,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",21,"1f648","🙈"
"6499",6499,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",16,"1f64f","🙏"
"6500",6500,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",60,"1f606","😆"
"6501",6501,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",189,"1f4a8","💨"
"6502",6502,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","angry","MacIntel",83,"1f4a5","💥"
"6503",6503,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",97,"1f381","🎁"
"6504",6504,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","neutral","MacIntel",121,"27a1","➡"
"6505",6505,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",59,"1f61e","😞"
"6506",6506,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","happy","MacIntel",111,"1f493","💓"
"6507",6507,"WnQaGXIA6Pd8oUwXdy17HDptayvurzzs","sad","MacIntel",104,"1f613","😓"
"6508",6508,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",43,"1f60e","😎"
"6509",6509,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","na","iPhone",76,"1f44b","👋"
"6510",6510,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","na","iPhone",169,"1f378","🍸"
"6511",6511,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","afraid","iPhone",29,"1f631","😱"
"6512",6512,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","angry","iPhone",98,"1f620","😠"
"6513",6513,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",65,"1f605","😅"
"6514",6514,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",7,"1f60a","😊"
"6515",6515,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","disgusted","iPhone",54,"1f52b","🔫"
"6516",6516,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",56,"1f481","💁"
"6517",6517,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",38,"1f497","💗"
"6518",6518,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",46,"1f60b","😋"
"6519",6519,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","neutral","iPhone",143,"1f448","👈"
"6520",6520,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",111,"1f493","💓"
"6521",6521,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","sad","iPhone",15,"1f629","😩"
"6522",6522,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",4,"1f60d","😍"
"6523",6523,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","neutral","iPhone",150,"1f645","🙅"
"6524",6524,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","happy","iPhone",45,"1f48b","💋"
"6525",6525,"SBOsFNhttzChgq2v0e7y9tRZBTf3d6xA","disgusted","iPhone",52,"1f525","🔥"
